+0.0E+00,-1.7949120411E+00,-18.7264E-06
+500.0E-09,-1.7884798803E+00,-26.2641E-06
+1.0000E-06,-1.7953140511E+00,-636.0E-09
+1.5000E-06,-1.7981281214E+00,-60.9375E-06
+2.0000E-06,-1.7924999808E+00,-26.2641E-06
+2.5000E-06,-1.7949120411E+00,-26.2641E-06
+3.0000E-06,-1.7981281214E+00,-9.6812E-06
+3.5000E-06,-1.7924999808E+00,-33.0481E-06
+4.0000E-06,-1.7924999808E+00,+12.1781E-06
+4.5000E-06,-1.7957160612E+00,-51.1385E-06
+5.0000E-06,-1.7929019908E+00,+7.6555E-06
+5.5000E-06,-1.7969220913E+00,+24.9921E-06
+6.0000E-06,-1.8009421918E+00,-13.4501E-06
+6.5000E-06,-1.8005401817E+00,+9.9168E-06
+7.0000E-06,-1.7929019908E+00,+27.2535E-06
+7.5000E-06,-1.8069723425E+00,-33.8018E-06
+8.0000E-06,-1.8029522420E+00,+22.7308E-06
+8.5000E-06,-1.7945100310E+00,-15.7114E-06
+9.0000E-06,-1.8049622922E+00,+1.6253E-06
+9.5000E-06,-1.8053643023E+00,+29.5148E-06
+10.0000E-06,-1.7989321415E+00,-45.1084E-06
+10.5000E-06,-1.7981281214E+00,+9.1630E-06
+11.0000E-06,-1.7993341516E+00,+10.6705E-06
+11.5000E-06,-1.8001381717E+00,+3.8866E-06
+12.0000E-06,-1.7969220913E+00,+20.4695E-06
+12.5000E-06,-1.7969220913E+00,-14.9576E-06
+13.0000E-06,-1.8053643023E+00,+17.4545E-06
+13.5000E-06,-1.7941080210E+00,+9.1630E-06
+14.0000E-06,-1.7953140511E+00,+16.7007E-06
+14.5000E-06,-1.8041582721E+00,-14.2038E-06
+15.0000E-06,-1.8089823927E+00,+34.0374E-06
+15.5000E-06,-1.7945100310E+00,-9.6812E-06
+16.0000E-06,-1.8045602822E+00,-636.0E-09
+16.5000E-06,-1.8025502320E+00,+40.8213E-06
+17.0000E-06,-1.7981281214E+00,-61.6913E-06
+17.5000E-06,-1.8150125434E+00,+34.0374E-06
+18.0000E-06,-1.8061683224E+00,+3.8866E-06
+18.5000E-06,-1.8069723425E+00,-33.0481E-06
+19.0000E-06,-1.8049622922E+00,+21.9771E-06
+19.5000E-06,-1.8085803826E+00,+11.4243E-06
+20.0000E-06,-1.8049622922E+00,-14.9576E-06
+20.5000E-06,-1.8009421918E+00,+31.0223E-06
+21.0000E-06,-1.8109924429E+00,-59.4300E-06
+21.5000E-06,-1.8109924429E+00,-13.4501E-06
+22.0000E-06,-1.8130024931E+00,-2.8973E-06
+22.5000E-06,-1.8049622922E+00,-56.4149E-06
+23.0000E-06,-1.8089823927E+00,-31.5405E-06
+23.5000E-06,-1.8093844027E+00,+12.1781E-06
+24.0000E-06,-1.8077763625E+00,+18.2082E-06
+24.5000E-06,-1.8162185735E+00,+34.0374E-06
+25.0000E-06,-1.8109924429E+00,+3.8866E-06
+25.5000E-06,-1.8081783726E+00,+18.9620E-06
+26.0000E-06,-1.8154145534E+00,+45.3439E-06
+26.5000E-06,-1.8061683224E+00,-15.7114E-06
+27.0000E-06,-1.8081783726E+00,+29.5148E-06
+27.5000E-06,-1.8109924429E+00,-22.4953E-06
+28.0000E-06,-1.8093844027E+00,-33.8018E-06
+28.5000E-06,-1.8105904329E+00,-29.2792E-06
+29.0000E-06,-1.8081783726E+00,+7.6555E-06
+29.5000E-06,-1.8121984731E+00,-11.1888E-06
+30.0000E-06,-1.8069723425E+00,+11.4243E-06
+30.5000E-06,-1.8134045032E+00,-21.7415E-06
+31.0000E-06,-1.8101884228E+00,+56.6504E-06
+31.5000E-06,-1.8166205836E+00,+14.4394E-06
+32.0000E-06,-1.8113944530E+00,+24.9921E-06
+32.5000E-06,-1.8190326438E+00,-11.1888E-06
+33.0000E-06,-1.8194346539E+00,+33.2836E-06
+33.5000E-06,-1.8166205836E+00,+40.8213E-06
+34.0000E-06,-1.8222487242E+00,-5.1586E-06
+34.5000E-06,-1.8210426941E+00,+22.7308E-06
+35.0000E-06,-1.8190326438E+00,-3.6511E-06
+35.5000E-06,-1.8238567644E+00,+58.9117E-06
+36.0000E-06,-1.8206406840E+00,+37.8062E-06
+36.5000E-06,-1.8210426941E+00,+49.1128E-06
+37.0000E-06,-1.8194346539E+00,+18.2082E-06
+37.5000E-06,-1.8170225936E+00,-14.9576E-06
+38.0000E-06,-1.8222487242E+00,+5.3942E-06
+38.5000E-06,-1.8226507342E+00,-2.1435E-06
+39.0000E-06,-1.8178266137E+00,-3.6511E-06
+39.5000E-06,-1.8190326438E+00,+15.9469E-06
+40.0000E-06,-1.8250627945E+00,+52.8816E-06
+40.5000E-06,-1.8170225936E+00,-8.9274E-06
+41.0000E-06,-1.8186306338E+00,-36.0631E-06
+41.5000E-06,-1.8210426941E+00,-28.5254E-06
+42.0000E-06,-1.8174246037E+00,-3.6511E-06
+42.5000E-06,-1.8190326438E+00,-67.7214E-06
+43.0000E-06,-1.8222487242E+00,-20.2340E-06
+43.5000E-06,-1.8182286237E+00,-12.6963E-06
+44.0000E-06,-1.8262688247E+00,-23.2491E-06
+44.5000E-06,-1.8218467142E+00,-24.7566E-06
+45.0000E-06,-1.8250627945E+00,-30.0330E-06
