100E-09,1.18
300E-09,1.24
1E-06,1.30
3E-06,1.35
10E-06,1.42
30E-06,1.49
100E-06,1.559
300E-06,1.64
1E-03,1.79
3E-03,2.27
10E-03,3.99
20E-03,5.68
30E-03,6.87
60E-03,9.94
