x-axis,1,2
second,Volt,Volt
+0.0E+00,+781.9723534E-03,+2.5981470E-03
+500.0E-09,+771.1180822E-03,+2.5659862E-03
+1.0000E-06,+766.6959717E-03,+2.5921168E-03
+1.5000E-06,+779.5602932E-03,+2.6192525E-03
+2.0000E-06,+771.5200922E-03,+2.6162374E-03
+2.5000E-06,+773.9321525E-03,+2.6282977E-03
+3.0000E-06,+779.9623032E-03,+2.6684987E-03
+3.5000E-06,+770.3140621E-03,+2.6845791E-03
+4.0000E-06,+775.9422027E-03,+2.6514133E-03
+4.5000E-06,+775.9422027E-03,+2.6172424E-03
+5.0000E-06,+775.9422027E-03,+2.5730213E-03
+5.5000E-06,+769.5100420E-03,+2.6333228E-03
+6.0000E-06,+769.1080320E-03,+2.6584485E-03
+6.5000E-06,+770.7160721E-03,+2.6936243E-03
+7.0000E-06,+780.7663233E-03,+2.6473932E-03
+7.5000E-06,+775.9422027E-03,+2.6534233E-03
+8.0000E-06,+775.5401927E-03,+2.6463882E-03
+8.5000E-06,+770.3140621E-03,+2.6403580E-03
+9.0000E-06,+765.4899416E-03,+2.6222676E-03
+9.5000E-06,+772.7261224E-03,+2.6483982E-03
+10.0000E-06,+773.9321525E-03,+2.7086997E-03
+10.5000E-06,+779.9623032E-03,+2.6393530E-03
+11.0000E-06,+774.7361726E-03,+2.6674937E-03
+11.5000E-06,+775.9422027E-03,+2.6483982E-03
+12.0000E-06,+774.7361726E-03,+2.6473932E-03
+12.5000E-06,+775.9422027E-03,+2.6634736E-03
+13.0000E-06,+769.9120521E-03,+2.6544284E-03
+13.5000E-06,+776.7462228E-03,+2.6674937E-03
+14.0000E-06,+776.3442128E-03,+2.6463882E-03
+14.5000E-06,+769.5100420E-03,+2.6282977E-03
+15.0000E-06,+775.9422027E-03,+2.6433731E-03
+15.5000E-06,+774.3341626E-03,+2.6865892E-03
+16.0000E-06,+775.1381827E-03,+2.6393530E-03
+16.5000E-06,+773.1281324E-03,+2.6212625E-03
+17.0000E-06,+775.9422027E-03,+2.6775439E-03
+17.5000E-06,+771.9221023E-03,+2.5730213E-03
+18.0000E-06,+776.3442128E-03,+2.6483982E-03
+18.5000E-06,+779.1582831E-03,+2.6494032E-03
+19.0000E-06,+774.3341626E-03,+2.6674937E-03
+19.5000E-06,+774.7361726E-03,+2.6795540E-03
+20.0000E-06,+779.9623032E-03,+2.6785490E-03
+20.5000E-06,+769.9120521E-03,+2.6514133E-03
+21.0000E-06,+774.7361726E-03,+2.6232726E-03
+21.5000E-06,+771.5200922E-03,+2.6403580E-03
