100E-09,1.19,10E-03
300E-09,1.27
1E-06,1.31
3E-06,1.38
10E-06,1.43
30E-06,1.52
100E-06,1.56
300E-06,1.67
1E-03,1.8
3E-03,2.3
10E-03,4
20E-03,5.7
30E-03,6.9
60E-03,10
